Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,promoted
39,BBA,30,15,14,11,88.85,1
63,BBA,52,14,14,11,62.69,0
58,PhD,56,17,12,13,57.03,0
45,M.Tech,38,9,12,28,72.76,0
51,M.Tech,73,6,9,3,83.55,1
48,MBA,27,10,9,4,79.35,0
26,BSC,31,1,6,21,55.29,0
41,PhD,29,8,2,14,66.47,0
59,MSC,46,5,3,16,76.16,1
38,BBA,27,5,3,23,60.38,0
41,M.Tech,40,8,4,17,72.04,0
24,MBA,27,6,10,8,99.5,0
42,BSC,2,17,2,4,71.99,0
48,BBA,18,11,10,1,77.98,0
40,PhD,74,3,1,23,56.99,1
39,B.Tech,36,12,11,18,77.44,0
44,MSC,40,16,0,5,87.15,1
46,MBA,35,12,6,25,64.09,0
28,BSC,81,17,12,17,86.55,1
63,BSC,30,8,0,13,79.96,0
38,M.Tech,81,11,5,26,81.23,1
43,B.Tech,21,13,14,5,70.71,0
57,BSC,95,4,12,6,92.41,1
51,MBA,80,19,1,12,95.66,1
49,BBA,21,11,12,19,94.71,1
59,MBA,28,7,10,7,73.14,0
40,MSC,99,12,6,21,73.69,1
42,M.Tech,75,19,7,19,86.49,1
62,MSC,79,3,5,6,80.48,1
51,B.Tech,82,18,4,22,68.77,1
33,B.Tech,24,14,4,13,55.23,0
53,MSC,5,16,10,18,99.03,0
56,M.Tech,18,3,3,2,58.94,0
57,MSC,55,13,13,3,54.03,1
33,PhD,65,4,9,13,56.19,0
56,M.Tech,6,5,13,29,99.76,1
22,PhD,2,1,1,16,94.59,0
22,M.Tech,22,3,0,3,68.41,0
53,MBA,43,10,4,4,92.31,0
59,M.Tech,78,15,10,21,50.11,1
61,M.Tech,63,0,0,9,71.74,0
55,BSC,39,19,13,20,81,1
44,MBA,83,19,6,22,72.77,1
52,BSC,30,19,4,2,78.25,0
55,M.Tech,52,6,1,1,77.73,0
35,BSC,74,1,10,11,89.69,1
58,PhD,12,19,1,5,87.44,0
51,BSC,46,0,10,23,53.53,1
28,BBA,97,14,11,7,52.98,1
35,PhD,51,15,3,16,92.75,1
61,MSC,74,5,12,24,78.22,1
28,MBA,98,5,13,27,56.35,1
64,MBA,49,10,2,15,86.73,1
51,MSC,97,15,7,11,78.99,1
51,BSC,24,9,4,27,97.29,1
28,MSC,94,11,13,6,88.97,1
47,MBA,22,12,2,14,79.61,0
59,BBA,31,14,9,7,72.84,0
49,BBA,58,1,1,23,61.69,1
53,PhD,21,2,12,20,89.66,1
24,PhD,94,1,14,24,57.18,1
45,MBA,66,11,4,10,60.28,0
62,BBA,74,8,4,23,78.6,1
62,MSC,90,0,13,25,92.06,1
30,MSC,71,0,6,7,85.69,1
62,M.Tech,50,16,5,23,84.42,1
40,M.Tech,47,9,10,6,85.24,1
38,B.Tech,40,1,3,12,66.8,0
43,MSC,77,12,14,12,98.18,1
37,B.Tech,88,9,7,2,95.32,1
31,BBA,97,19,0,14,86.28,1
24,PhD,97,11,4,29,73.61,1
33,B.Tech,95,9,2,10,94.3,1
39,BSC,16,3,10,24,73.3,0
53,PhD,3,11,6,8,67.51,0
58,MSC,28,13,10,1,92.37,0
42,PhD,44,2,14,13,79.94,0
29,M.Tech,72,17,7,13,98.01,1
62,BSC,12,14,8,20,56.89,0
38,MSC,50,7,10,20,54.06,1
55,B.Tech,81,3,10,10,50.02,1
37,MBA,41,4,12,29,93.72,1
33,MSC,13,2,12,22,56.27,0
56,MSC,97,5,10,7,95.03,1
54,BBA,96,13,5,22,77.64,1
32,M.Tech,2,11,0,10,54.08,0
61,B.Tech,86,11,1,24,78.35,1
42,MBA,25,13,12,2,89.93,0
28,BSC,64,3,2,29,51.7,1
32,PhD,5,7,7,27,78.13,0
25,BSC,41,4,9,6,96.6,1
41,MSC,13,13,14,7,56.85,0
64,MSC,55,15,12,13,84.89,1
42,B.Tech,36,16,5,21,85.93,1
53,PhD,83,0,1,27,76.21,1
25,M.Tech,12,3,9,5,59.64,0
43,MSC,23,18,7,18,95.35,1
55,BSC,64,13,5,27,81.69,1
34,M.Tech,11,2,3,13,55.62,0
61,PhD,88,0,10,12,60.45,1
54,B.Tech,69,0,6,18,78.25,1
24,B.Tech,44,2,13,8,99.88,1
53,M.Tech,39,2,3,7,90.44,1
45,B.Tech,32,2,1,12,56.37,0
33,BSC,61,13,9,25,85.68,1
47,MSC,23,12,9,27,64.63,1
48,BBA,57,8,1,16,86.57,1
36,M.Tech,28,19,7,23,92.98,1
46,PhD,78,2,14,28,72.16,1
40,B.Tech,24,19,9,24,96.15,1
31,B.Tech,72,8,14,2,65.99,0
41,MBA,96,17,11,29,87.33,1
58,MSC,4,9,1,7,87.03,0
25,PhD,49,15,6,17,91.04,1
64,BSC,49,14,4,14,70.93,0
56,BBA,10,18,0,8,59.85,0
64,M.Tech,35,1,10,19,81.76,1
39,BSC,34,6,9,28,77.77,1
25,BSC,20,19,5,11,79.92,0
37,MBA,99,10,12,22,67.54,1
58,M.Tech,7,18,6,5,50.09,0
44,PhD,69,7,10,13,56.69,1
37,BBA,70,11,9,25,55.76,1
64,BBA,90,1,10,16,81.76,1
26,BSC,68,17,9,26,93.57,1
31,MBA,59,17,12,13,56.67,0
43,M.Tech,27,1,10,11,95.09,0
41,MSC,64,17,13,20,62.32,1
39,BBA,59,13,10,2,82.38,1
50,BSC,67,1,4,15,80.64,1
31,MBA,61,10,1,17,50.89,0
40,BSC,36,18,14,24,64.44,0
61,BSC,74,2,10,7,69.31,1
46,BBA,18,3,4,2,64.1,0
64,BBA,59,2,13,15,63.5,0
33,MBA,21,18,6,11,72.86,0
33,PhD,19,5,0,10,78.85,0
42,PhD,95,12,12,24,76.64,1
28,BBA,22,9,8,13,58.09,0
22,BSC,67,5,6,14,90.1,1
43,BSC,12,5,13,21,71.3,1
48,PhD,53,16,4,26,70.13,1
35,BBA,33,13,11,28,65.07,1
50,BSC,69,7,4,12,79.21,1
23,PhD,16,14,6,13,61.57,0
52,PhD,72,7,6,7,89.42,1
36,MBA,22,13,12,1,81.03,0
46,MBA,77,14,5,9,56.55,1
49,PhD,72,16,13,12,80.64,1
34,B.Tech,1,9,7,14,99.22,0
36,PhD,29,12,11,20,64.96,0
31,M.Tech,39,2,11,4,85.77,0
59,BBA,95,13,4,25,56.26,1
46,MSC,64,9,12,4,96.26,1
25,BBA,98,18,3,13,95.68,1
53,BBA,26,14,10,1,91.39,0
62,M.Tech,41,11,13,25,50.24,0
43,BSC,98,11,8,27,57.02,1
41,MSC,12,18,1,17,73.32,0
46,B.Tech,50,8,11,25,69.6,1
50,B.Tech,28,12,4,7,71.64,0
37,MBA,41,18,3,14,50.86,0
39,B.Tech,57,19,3,6,67.29,0
35,M.Tech,62,8,5,19,95.67,1
23,B.Tech,40,8,2,20,84.81,0
48,B.Tech,51,10,5,16,54.35,0
57,MBA,55,17,4,21,61.3,1
61,M.Tech,60,14,4,22,97.56,1
53,BSC,13,19,13,26,89.61,1
39,B.Tech,38,15,10,27,94.71,1
34,M.Tech,39,12,13,7,58.19,0
54,MSC,40,13,10,4,71.77,0
33,PhD,98,18,8,11,85.29,1
60,BSC,30,7,5,11,72.06,1
21,B.Tech,25,5,12,12,63.95,0
30,BBA,75,7,4,3,85.15,1
43,BBA,81,17,3,6,75.65,1
55,BSC,87,4,14,11,76.73,1
34,PhD,65,7,6,10,96.71,1
45,BBA,78,2,9,17,63.49,1
45,B.Tech,56,12,9,7,58.35,0
24,MSC,22,11,10,16,57.79,0
29,BSC,10,17,12,8,78.18,0
27,PhD,95,16,2,8,99.23,1
24,BSC,66,18,1,11,91.99,1
26,MBA,82,3,14,9,53.59,1
63,BSC,94,8,5,17,79.98,1
36,MSC,50,13,3,18,74.52,1
32,B.Tech,61,15,10,17,92.34,1
58,M.Tech,19,12,4,24,58.43,0
28,MSC,47,0,4,2,94.39,1
62,MBA,39,1,5,20,74.79,1
53,BSC,10,0,13,23,64.64,0
29,PhD,10,5,13,27,74.2,0
42,M.Tech,81,2,14,28,51.12,1
63,BSC,71,7,9,14,74.98,1
43,BBA,96,9,4,6,52.68,1
35,M.Tech,97,14,4,10,65.23,1
53,B.Tech,38,5,4,28,95.79,1
29,M.Tech,63,2,0,5,88.55,1
48,BSC,92,7,0,15,92.22,1
45,PhD,51,11,9,6,57.14,0
25,M.Tech,75,3,5,6,55.08,1
30,BBA,97,8,2,17,90.82,1
36,BSC,5,4,14,13,65,0
46,M.Tech,18,1,5,11,67.96,0
30,MBA,72,11,9,23,62.11,1
25,BBA,2,19,9,2,71.89,0
63,BSC,84,13,6,18,61.98,1
52,BBA,95,4,6,29,70.82,1
34,B.Tech,7,19,12,25,76.72,0
57,MSC,3,14,0,21,80.88,0
32,M.Tech,52,8,10,20,73.2,0
57,B.Tech,71,10,2,10,91,1
51,MBA,15,19,2,9,85.14,0
38,PhD,65,10,0,18,67.37,0
40,BBA,34,6,0,11,67.44,0
28,MBA,4,13,12,6,90.02,0
38,BBA,32,0,1,29,50.9,1
44,BBA,45,17,14,18,72.53,0
46,BBA,75,2,6,6,68.1,0
57,BSC,19,3,14,26,76.28,1
64,MBA,41,0,3,19,76.1,0
21,BBA,21,19,4,11,94.47,0
37,M.Tech,7,18,10,18,50.61,0
47,BBA,96,2,9,18,80.09,1
36,MSC,99,1,10,18,74.84,1
29,MSC,80,4,0,3,64.56,1
25,BBA,94,10,13,16,89.24,1
57,MBA,79,2,9,26,64.26,1
39,MBA,74,4,8,27,66.25,1
34,MSC,49,17,6,26,97.65,1
47,BSC,52,3,12,19,90.11,1
53,BSC,27,6,0,20,78.32,0
32,BSC,66,4,9,6,64.09,0
21,B.Tech,27,4,11,18,57.78,0
22,BSC,51,9,13,1,66.58,1
28,B.Tech,14,10,5,28,56.13,0
62,M.Tech,83,16,14,3,59.57,1
24,PhD,90,2,4,10,89.66,1
42,BBA,12,5,13,1,92.51,0
33,BBA,40,7,12,29,65.98,1
55,M.Tech,26,13,6,25,62.88,0
58,MSC,76,10,12,26,90.43,1
32,MBA,53,15,8,12,82.49,0
45,M.Tech,6,13,4,29,74.7,0
21,BBA,75,11,1,27,71.97,1
30,M.Tech,65,19,13,8,79.52,1
48,MBA,16,18,2,29,61.08,0
62,M.Tech,69,12,2,4,62.71,1
53,PhD,22,3,12,8,54.73,0
44,B.Tech,94,15,14,18,70.14,1
27,PhD,35,15,5,7,87.71,0
36,MSC,51,7,4,17,66.46,1
51,PhD,92,4,13,5,85.92,1
35,PhD,87,1,5,15,66.65,1
55,MBA,66,1,10,6,72.15,1
41,PhD,80,2,10,21,90.9,1
40,B.Tech,62,13,14,5,81.58,1
35,PhD,15,10,5,25,85.53,1
50,BSC,30,7,11,4,74.39,0
34,MSC,7,16,13,19,79.34,0
60,M.Tech,84,4,14,11,86.47,1
33,M.Tech,20,16,12,21,83.29,1
55,B.Tech,73,4,14,13,50.29,0
61,BBA,87,12,6,18,92.21,1
29,M.Tech,22,10,10,27,54.94,0
23,PhD,3,9,4,8,73.01,0
47,M.Tech,1,16,1,23,82.16,0
43,MBA,5,10,14,11,75.36,0
26,PhD,84,17,12,15,92.64,1
41,B.Tech,13,14,6,19,92.73,1
49,BSC,9,10,5,1,91.6,0
45,B.Tech,99,16,12,22,77.68,1
35,BSC,44,4,5,14,84.02,1
43,MBA,24,11,4,2,65.85,0
60,M.Tech,94,18,13,27,97.04,1
42,BSC,90,11,10,18,97.72,1
23,PhD,96,9,10,17,73.19,1
63,M.Tech,72,15,6,29,62.84,1
41,MBA,18,13,9,1,57.5,0
60,B.Tech,2,3,12,16,52.04,0
50,PhD,27,3,5,9,91.58,0
31,B.Tech,33,19,10,10,93.66,1
59,BBA,71,6,6,25,61.61,1
29,PhD,57,11,8,29,91.22,1
34,MSC,85,18,1,4,85.2,1
25,BBA,92,5,14,9,77.83,1
61,PhD,8,18,12,3,83.32,0
55,M.Tech,1,1,4,27,95.95,0
35,MBA,86,4,3,4,54.74,0
29,M.Tech,24,2,0,25,63.12,0
30,MBA,34,8,12,12,81.51,0
53,BBA,99,8,7,15,86.47,1
46,MSC,70,2,13,7,93.37,1
36,BSC,84,19,1,8,90.8,1
55,PhD,82,19,8,8,85.71,1
37,PhD,48,14,4,16,50.09,0
54,BSC,51,7,4,12,93.17,1
32,PhD,20,13,5,7,91.86,0
27,M.Tech,79,15,12,6,73.87,1
27,PhD,41,9,10,4,92.69,0
59,B.Tech,94,19,0,27,58.99,1
51,MSC,54,12,5,2,51.82,0
47,MBA,90,7,12,23,78.09,1
58,BBA,18,14,7,6,81.57,0
27,BBA,40,10,10,3,83.71,0
27,BBA,98,10,2,25,52.75,1
22,MSC,60,0,3,3,75.67,0
63,PhD,91,19,8,5,97.1,1
38,MSC,98,14,5,22,65.86,1
24,BSC,15,5,11,12,91.18,0
34,BBA,28,19,10,28,74.78,0
26,M.Tech,53,1,9,17,62.53,0
34,M.Tech,59,4,13,8,59.92,0
49,MSC,99,17,6,5,51.48,1
37,MSC,92,7,11,23,51.46,1
40,BBA,48,8,5,13,76.47,0
25,BSC,95,5,5,29,76.43,1
26,B.Tech,83,16,13,9,70.37,0
35,M.Tech,21,5,13,1,84.48,0
29,MBA,89,17,14,25,60.91,1
44,BBA,61,16,1,10,73.01,0
62,BSC,42,18,8,21,51.87,0
22,PhD,54,17,8,12,93.06,1
56,PhD,82,1,8,11,53.14,1
48,PhD,42,15,1,19,54.38,0
33,B.Tech,55,17,3,12,63.18,0
63,M.Tech,21,17,3,22,95.38,0
21,PhD,76,7,2,17,77.39,1
62,MBA,6,16,1,14,91.64,0
44,PhD,6,15,7,16,51.08,0
55,MSC,67,7,4,11,80.17,1
64,BSC,5,15,8,29,78.63,0
27,M.Tech,95,3,3,7,69.71,1
34,MSC,56,16,5,22,66.89,0
30,M.Tech,69,14,14,19,66.34,1
46,B.Tech,21,7,0,25,83.1,0
38,BSC,41,6,5,4,94.46,0
49,B.Tech,82,3,1,5,83.69,1
35,BBA,15,1,1,16,65.44,0
62,PhD,24,7,7,24,92.56,1
44,MBA,45,8,0,6,75.44,0
64,BBA,64,13,13,12,56.87,1
49,BSC,7,17,13,1,57,0
64,M.Tech,88,6,6,1,98.67,1
59,MBA,41,14,8,11,79.61,1
30,M.Tech,44,15,7,8,97.2,1
39,MBA,80,2,14,20,75.34,1
26,MSC,67,14,1,14,96.87,1
53,M.Tech,30,18,4,6,70.86,0
24,M.Tech,44,16,13,10,58.28,0
56,BBA,59,4,11,15,57.05,0
61,PhD,22,11,4,21,89.07,0
21,BSC,44,12,11,28,72.2,1
56,PhD,57,9,12,29,70.21,1
58,M.Tech,66,14,11,26,86.37,1
58,BSC,54,0,14,2,63.14,1
52,BSC,31,17,14,15,99.74,1
42,M.Tech,47,13,10,26,64.72,1
51,MSC,15,15,2,15,98.51,1
57,B.Tech,44,0,8,4,84.7,1
22,MBA,95,11,4,25,77.56,1
38,MBA,82,18,4,13,97.22,1
55,MBA,89,2,11,28,80.51,1
25,B.Tech,28,18,8,12,78.29,0
22,B.Tech,46,6,12,2,74.85,0
44,PhD,40,15,12,16,52.76,0
51,MBA,57,4,14,2,87.86,1
60,MSC,56,11,3,14,62.6,0
50,MSC,9,8,9,28,77.76,0
58,MSC,73,0,1,21,87.03,1
23,PhD,65,11,5,28,59.39,0
60,MBA,17,15,0,10,71.18,0
55,B.Tech,87,12,7,3,81.88,1
25,PhD,31,1,2,1,76.16,0
28,BSC,80,10,7,13,52.03,1
31,MSC,55,3,12,26,81.77,1
28,BBA,83,13,8,25,63.41,1
25,MSC,47,10,0,18,54.17,0
28,B.Tech,95,2,0,18,57.08,1
38,M.Tech,84,12,6,27,98.28,1
63,BBA,25,1,6,23,50.87,0
55,MSC,50,16,14,6,59.09,0
32,BSC,14,7,0,3,72.13,0
39,MBA,55,5,14,26,92.8,1
36,B.Tech,43,1,13,16,50.61,0
28,BSC,85,7,13,2,60.33,0
29,M.Tech,56,3,12,29,81.68,1
35,BBA,84,0,14,7,98.54,1
44,BBA,97,6,11,4,90.31,1
50,B.Tech,17,19,11,26,80.17,1
24,BSC,99,10,10,20,89.12,1
50,MSC,50,14,3,16,52.33,0
36,MBA,61,13,10,3,54.19,0
23,B.Tech,87,18,9,9,85.31,1
32,MSC,86,19,12,21,60.56,1
63,M.Tech,83,17,7,13,73.06,1
21,B.Tech,72,17,9,29,69.87,1
23,BBA,68,17,12,29,65.04,1
62,BSC,13,2,2,7,79.84,0
30,MBA,70,2,12,20,53.28,0
49,PhD,23,18,4,6,64.86,0
28,BSC,94,9,5,1,76.14,1
41,M.Tech,3,2,9,24,91.4,0
32,MSC,52,2,6,27,81.88,1
30,BBA,88,13,1,3,62.46,1
48,BBA,61,2,9,23,62.06,1
48,MSC,88,5,3,25,60.54,1
37,BSC,25,3,12,9,98.24,1
24,B.Tech,89,14,7,26,82.49,1
58,BBA,96,14,1,3,92.22,1
33,MBA,52,15,3,13,52.08,0
59,B.Tech,5,2,6,21,90.41,1
41,BBA,3,13,10,21,78.3,0
61,BSC,12,9,10,22,99.81,1
39,BSC,97,15,0,4,97.95,1
49,BSC,6,18,5,22,96.15,1
26,MSC,27,14,3,27,65.59,0
57,MSC,44,15,6,9,73.82,0
61,M.Tech,1,2,8,17,65.08,0
23,B.Tech,56,7,2,3,66.55,0
62,M.Tech,54,10,13,27,90.58,1
61,B.Tech,84,14,10,9,67.47,1
30,MSC,51,0,6,28,79.54,1
58,B.Tech,83,1,1,23,78.16,1
30,M.Tech,81,8,5,16,76.41,1
29,PhD,80,8,6,26,78.45,1
55,B.Tech,78,14,5,29,98.99,1
47,PhD,43,18,1,6,57.18,0
47,PhD,67,15,10,15,74.79,1
64,B.Tech,88,7,7,17,66.28,1
64,PhD,19,3,12,26,82.11,1
32,BSC,48,13,8,16,86.93,1
64,BSC,90,2,1,9,74.27,1
62,BSC,63,10,5,29,52.39,1
48,MBA,52,19,0,29,89.57,1
53,MSC,56,1,7,1,66.26,0
25,PhD,10,14,2,19,84.4,0
51,M.Tech,14,7,6,8,59.9,0
34,M.Tech,23,1,12,2,71.36,0
30,BBA,11,6,11,6,79.86,0
40,MBA,78,11,10,21,63.91,1
63,M.Tech,21,7,6,3,94.13,0
59,M.Tech,39,3,6,12,99.36,1
51,PhD,23,17,5,22,89.25,0
61,PhD,88,11,12,10,87.3,1
50,PhD,8,13,5,13,82.76,0
50,MBA,46,16,6,1,63.86,0
41,BBA,72,8,12,27,92.09,1
63,BBA,37,5,7,23,83,1
38,PhD,65,0,2,14,71.85,1
47,BBA,52,6,9,14,58.56,0
32,BSC,83,12,5,2,57.19,1
60,B.Tech,50,13,6,22,86.61,1
29,MBA,53,3,1,17,72.66,1
25,MSC,50,16,11,4,74.61,0
38,BBA,34,14,13,2,96.66,0
23,MSC,35,16,14,27,70.33,0
31,MBA,23,17,6,22,64.97,0
30,BBA,53,19,8,16,51.08,0
58,B.Tech,47,13,2,25,83.73,1
51,B.Tech,82,12,3,15,74.77,1
53,BBA,99,10,2,23,75.62,1
59,BSC,87,0,13,18,85,1
46,B.Tech,16,9,4,13,51.19,0
26,PhD,24,15,2,14,71.84,0
36,BSC,52,18,1,6,87.08,0
46,PhD,71,3,11,26,92.08,1
61,B.Tech,39,19,14,23,67.62,1
48,PhD,85,7,7,14,78.1,1
60,B.Tech,84,15,9,18,78.79,1
37,PhD,12,1,9,10,81.61,0
54,MSC,29,7,6,29,79.55,1
38,MBA,83,13,3,4,97.2,1
46,PhD,40,10,12,27,52.25,0
58,MBA,68,19,2,8,86.75,1
29,BBA,22,0,0,2,63.41,0
54,BSC,44,12,5,27,55.08,0
26,M.Tech,22,9,4,26,62.35,0
28,BBA,67,6,11,5,97.8,1
43,BSC,82,9,12,7,96.81,1
53,B.Tech,32,5,9,7,67.23,0
31,MBA,49,17,7,18,82.92,1
62,PhD,37,19,4,25,76.13,1
41,PhD,7,18,2,7,53.26,0
40,B.Tech,64,18,12,3,82.57,1
46,MBA,39,17,5,11,63.63,0
37,BSC,14,1,7,27,87.79,1
48,B.Tech,92,9,11,29,87.52,1
38,M.Tech,98,12,11,28,87.89,1
35,MSC,49,0,14,24,93.53,1
45,PhD,22,0,3,14,91.87,0
49,M.Tech,92,17,6,25,61.73,1
22,B.Tech,39,10,8,9,83.74,0
31,M.Tech,50,1,13,1,72.07,1
21,MBA,84,3,3,23,69.3,1
24,MBA,24,13,1,23,51.12,0
34,B.Tech,19,5,12,13,70.75,0
28,BBA,28,19,5,27,76.49,1
24,MSC,33,12,4,18,76.3,0
47,MSC,47,5,10,21,95.51,1
30,MSC,32,5,3,15,92.53,1
57,PhD,23,12,13,8,90.11,0
42,MBA,92,5,14,20,79.43,1
43,M.Tech,40,14,0,5,80.38,0
55,M.Tech,16,11,10,23,60.98,0
24,MBA,4,15,10,23,82.31,0
54,PhD,94,10,7,7,73.32,1
22,MSC,23,4,11,6,72.8,0
35,BSC,47,12,4,15,91.04,0
55,MBA,13,17,8,17,63.41,0
55,BSC,71,18,1,10,79.03,1
56,PhD,61,18,5,1,74.61,1
47,M.Tech,79,14,6,16,91.1,1
44,M.Tech,37,12,8,1,63.53,0
35,MBA,43,4,13,19,86.58,1
40,BSC,77,1,6,7,75.63,1
36,B.Tech,40,1,8,14,66.79,0
48,M.Tech,9,13,13,11,82.49,0
42,M.Tech,86,2,11,8,82.78,1
60,BBA,3,4,1,27,67.18,0
53,PhD,57,9,14,26,62.24,1
56,BBA,5,1,5,7,86.4,0
25,M.Tech,89,1,1,1,92.88,1
22,B.Tech,35,16,12,6,57.92,0
47,BSC,84,3,5,18,91.56,1
57,MBA,53,10,3,8,58.53,1
37,M.Tech,22,9,6,10,81.11,0
63,M.Tech,16,13,14,8,82.49,0
27,M.Tech,29,2,2,6,95.85,0
47,MSC,43,8,8,5,73.69,0
63,BSC,46,15,12,6,53.66,0
51,M.Tech,22,4,5,19,62.28,0
24,PhD,46,1,3,14,82.24,1
37,BBA,33,14,10,6,98.85,1
64,MSC,76,14,11,1,62.08,0
55,M.Tech,58,15,1,3,90.3,1
55,BBA,90,6,6,26,79.2,1
38,BSC,53,3,12,9,84.75,0
33,M.Tech,59,14,5,11,64.85,0
53,MBA,78,7,1,10,78.35,1
51,BBA,9,5,4,27,88.47,1
38,BSC,75,3,1,16,70.37,1
27,B.Tech,34,8,8,12,98.67,0
32,MBA,97,6,0,19,97.88,1
53,MBA,61,0,7,14,66.5,1
36,MBA,10,5,11,25,96.41,1
43,BSC,32,16,9,23,89.95,0
46,MBA,84,15,9,15,95.14,1
25,M.Tech,90,2,12,15,74.85,1
47,B.Tech,81,6,12,18,79.06,1
50,BBA,81,7,11,21,92.9,1
32,MBA,72,5,11,19,86.59,1
43,MBA,5,16,12,12,80.84,0
48,B.Tech,85,17,8,25,68.44,1
43,BSC,19,2,7,24,90.36,1
60,B.Tech,53,16,12,21,98.22,1
42,BBA,46,0,11,18,56.57,0
57,PhD,41,5,8,12,89.96,1
21,M.Tech,10,2,13,6,81.06,0
31,MBA,96,12,2,7,74.74,1
61,MSC,98,10,13,14,69.9,1
40,BSC,75,4,14,14,53.43,1
54,PhD,52,2,7,24,55.28,1
22,B.Tech,65,6,1,4,80.07,0
39,M.Tech,99,10,14,19,84.83,1
60,MSC,60,5,7,21,54.18,0
32,M.Tech,9,3,13,15,78.09,0
22,B.Tech,21,17,10,17,70.25,0
21,PhD,31,7,0,7,86.7,0
49,BBA,2,1,2,25,77.66,0
50,M.Tech,15,19,12,29,78.54,0
27,M.Tech,41,0,0,15,50.16,0
57,MBA,35,8,5,6,69.04,0
61,PhD,19,1,4,16,74.02,0
31,MSC,88,2,8,20,66.22,1
56,B.Tech,59,19,3,19,51.9,0
53,M.Tech,29,11,2,15,93.81,0
64,MSC,1,0,2,14,78.86,0
63,B.Tech,78,3,3,13,74.33,1
52,PhD,25,0,13,12,71.07,1
50,PhD,82,14,5,1,90.81,1
22,BBA,67,4,13,6,65.97,1
46,M.Tech,55,13,11,22,74.61,1
46,BSC,23,16,3,24,83.26,1
62,PhD,20,18,12,29,54.52,0
53,B.Tech,45,12,13,16,69.72,1
57,BSC,2,10,8,20,79.52,0
34,B.Tech,32,14,14,4,68.56,0
38,M.Tech,28,18,3,18,95.18,1
58,B.Tech,19,9,0,21,89.94,1
36,BSC,78,4,9,20,65.53,1
55,MSC,32,4,5,4,74.96,0
37,MSC,32,15,5,3,58.34,0
47,M.Tech,61,18,12,17,73.26,1
40,M.Tech,1,5,4,12,67.98,0
38,MBA,4,4,3,22,67.91,0
59,BSC,44,16,1,23,57.46,1
32,MSC,11,6,12,7,66.67,0
23,B.Tech,37,10,1,2,77.95,0
35,BSC,28,1,14,5,84.84,0
42,BBA,1,3,9,18,99.03,0
36,PhD,63,6,0,20,82.06,1
34,BSC,85,2,7,14,96.11,1
52,BSC,95,8,3,22,59.19,1
52,PhD,56,19,10,27,54.87,0
56,B.Tech,75,1,1,29,97.17,1
51,BBA,15,17,10,4,79.62,0
44,M.Tech,2,10,10,3,94.94,0
54,MBA,16,13,1,28,83.23,0
49,BSC,28,5,10,20,81.02,1
28,B.Tech,14,11,13,28,86.6,1
53,PhD,20,1,7,14,50.28,0
38,MBA,2,17,0,24,83.22,0
39,BSC,62,11,1,25,51.58,1
45,BSC,28,3,7,24,83.65,1
58,B.Tech,86,14,3,4,69,1
24,M.Tech,9,3,6,19,68.75,0
54,BBA,4,11,12,15,93.42,0
63,BSC,37,19,14,26,70.38,1
23,MSC,91,8,13,6,84.22,1
43,M.Tech,65,6,2,16,90.44,1
23,B.Tech,83,17,14,4,55.49,1
63,B.Tech,52,11,7,5,99.73,1
24,B.Tech,72,5,5,25,78.11,1
52,M.Tech,8,17,7,13,67.95,0
52,MBA,42,8,8,10,56.97,0
32,BBA,76,3,7,18,57.55,1
24,PhD,1,13,14,11,89.44,0
46,BSC,11,4,1,18,72.82,0
21,BBA,17,8,13,11,74.02,0
22,M.Tech,46,12,9,29,71.77,1
28,M.Tech,26,16,10,15,99.34,1
26,M.Tech,89,6,8,9,58.13,1
30,MBA,82,1,4,24,52.29,1
24,BSC,87,18,6,28,59.44,1
32,BBA,13,19,14,9,50.07,0
43,MBA,71,3,8,18,77.55,1
33,PhD,18,7,14,12,80.57,0
47,BBA,67,6,11,10,77.81,1
54,BSC,39,6,7,12,92.7,0
52,M.Tech,21,3,14,29,91.16,1
56,PhD,21,18,8,18,65.47,0
60,MBA,10,9,11,29,87.42,1
57,MBA,29,17,13,18,73.94,1
32,BBA,91,15,8,23,80.01,1
35,M.Tech,4,13,13,16,59.09,0
51,BSC,69,5,0,14,53.35,1
59,MSC,60,3,7,16,81.4,1
61,BSC,23,13,2,29,56.56,0
59,BSC,75,19,12,20,76.56,1
36,BBA,85,14,3,28,53.91,1
36,BBA,67,12,1,14,52.74,1
39,MBA,79,7,10,19,61.99,1
61,BSC,92,19,8,6,70.03,1
56,BSC,47,2,6,5,87.8,1
44,M.Tech,18,19,0,21,54.34,0
57,B.Tech,56,11,3,13,69.1,1
62,BBA,43,0,2,23,70.21,0
31,BBA,42,7,4,17,51.65,0
62,PhD,14,6,4,1,96.78,0
53,BBA,41,19,12,22,50.13,0
46,MSC,1,11,7,16,57.25,0
24,MSC,46,7,14,15,56.31,0
22,BSC,88,13,11,29,79.22,1
22,M.Tech,73,15,5,14,86.94,1
35,M.Tech,7,4,6,2,77.44,0
25,MBA,63,12,2,22,54.7,1
47,PhD,76,1,7,20,89.33,1
46,PhD,83,5,11,14,90.69,1
34,MSC,76,15,14,4,95.13,1
29,B.Tech,30,17,11,10,81.6,0
33,PhD,69,19,8,4,77.8,1
24,PhD,51,1,14,10,51.13,0
57,B.Tech,28,9,8,21,64.02,0
64,MSC,49,14,4,21,89.92,1
50,MSC,78,17,9,1,61.04,0
